FID,id,parkomat_id,type,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato,wkb_geometry
parkomat.149,802,1195,Betalingsautomat,3332,Blå,YN,Jagtvej,43,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.546490545807487 55.6924175529107)
parkomat.150,803,1196,P-info,3332,Blå,YN,Jagtvej,51,Husmur,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.547101337372801 55.69295878003332)
parkomat.151,804,1197,Betalingsautomat,3332,Blå,YN,Jagtvej,63,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.547892149330284 55.69366079716903)
parkomat.152,805,1199,Betalingsautomat,3332,Blå,YN,Jagtvej,105A,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550093126842745 55.695646477607006)
parkomat.153,806,1200,P-info,3332,Blå,IN,Jagtvej,75,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.550412642623208 55.695492270334285)
parkomat.154,807,1201,P-info,3332,Blå,YN,Jagtvej,115,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.551207002167958 55.69660462689325)
parkomat.155,808,1202,Betalingsautomat,3332,Blå,IN,Jagtvej,78,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.551697642775743 55.69664601296514)
parkomat.156,809,1203,Betalingsautomat,3332,Blå,YN,Jagtvej,129,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55216572891828 55.69748988018159)
parkomat.157,810,1204,P-info,3332,Blå,IN,Jagtvej,92,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55269544431609 55.69752870759466)
parkomat.158,811,1205,Betalingsautomat,3332,Blå,IN,Jagtvej,106,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553593793502596 55.69832548650879)
parkomat.159,812,1206,P-info,3332,Blå,YN,Jagtvej,137,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553115869489893 55.69829228351244)
parkomat.160,813,1207,Betalingsautomat,2404,Blå,IN,Guldbergsgade,122,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554465760911356 55.698063454641634)
parkomat.161,814,1208,P-info,2412,Blå,IN,Guldbergs Plads,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554492809863417 55.69724844591284)
parkomat.162,815,1209,Betalingsautomat,2412,Blå,IN,Guldbergs Plads,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554441287083737 55.696700148267745)
parkomat.163,816,1210,P-info,2404,Blå,IN,Guldbergsgade,101,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.553065058451551 55.6966181941022)
parkomat.164,852,1243,Betalingsautomat,6408,Blå,IN,Sjællandsgade,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55555677078288 55.69495780185439)
parkomat.165,853,1244,P-info,6408,Blå,IN,Sjællandsgade,38,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556491100410758 55.69539172556189)
parkomat.166,854,1245,Betalingsautomat,6408,Blå,IN,Sjællandsgade,55,,2000173,2010-03-01T00:00:00,2013-01-29T00:00:00,POINT (12.557935552602181 55.69609753471379)
parkomat.167,855,1246,P-info,6408,Blå,IN,Sjællandsgade,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.559490594946459 55.696429762256)
parkomat.168,858,1249,P-info,,Blå,IN,,15,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.558059964364155 55.69740253006472)
parkomat.169,859,1250,Betalingsautomat,7336,Blå,IN,Tagensvej,23,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.556700278244602 55.69791044898089)
parkomat.170,861,1251,P-info,7336,Blå,IN,Tagensvej,33,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555433066940816 55.698422349039944)
parkomat.171,863,1254,Betalingsautomat,1748,Blå,IN,Fensmarkgade,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55839974539578 55.696903259530245)
parkomat.172,864,1255,P-info,1748,Blå,IN,Fensmarkgade,18,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557325137093816 55.69664643332794)
parkomat.173,866,1256,Betalingsautomat,1748,Blå,IN,Fensmarkgade,34,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555901860374338 55.696170777714215)
parkomat.174,867,1257,P-info,1748,Blå,IN,Fensmarkgade,49,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.554679405529587 55.695754650057154)
parkomat.175,865,1258,Betalingsautomat,0228,Blå,IN,Arresøgade,1,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55702487612149 55.697245820864396)
parkomat.176,868,1259,Betalingsautomat,5780,Blå,IN,Refsnæsgade,46,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555953663708099 55.69728973257009)
parkomat.177,817,1260,P-info,6908,Blå,IN,Stevnsgade,36,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.552094724972838 55.696083315841385)
parkomat.178,1580,1280,,1944,Grøn,IB,Frederiksgade,11,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590249151498398 55.68519789968012)
parkomat.179,477,1284,P-info,2832,Grøn,VB,Herholdtsgade,,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.559356616377963 55.67613171557109)
parkomat.180,478,1286,P-info,5128,Grøn,VB,Nyropsgade,51,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560388640649169 55.67500379280296)
parkomat.181,479,1287,Betalingsautomat,5128,Grøn,VB,Nyropsgade,27,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56116982846243 55.678116190112746)
parkomat.182,481,1289,Betalingsautomat,5200,Grøn,IB,Nørre Farimagsgade,9,"Blivende, eksisterende fortovsø",2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.564479266228854 55.680740454782686)
parkomat.183,482,1290,P-info,5200,Grøn,IB,Nørre Farimagsgade,15,"Blivende, eksisterende fortovsø",2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56504384035463 55.68149417143131)
parkomat.184,483,1291,Betalingsautomat,5200,Grøn,IB,Nørre Farimagsgade,23,"Blivende, eksisterende fortovsø",2000164,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565649593217717 55.6822824016025)
parkomat.185,496,1293,Betalingsautomat,0148,Grøn,IB,H.C. Andersens Boulevard,38,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574435521978804 55.672273781676786)
parkomat.186,484,1294,Betalingsautomat,0148,Grøn,IB,H.C. Andersens Boulevard,43,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574961962395294 55.67240381332218)
parkomat.187,486,1296,Betalingsautomat,8240,Grøn,VB,Vester Søgade,6,Eksisterende fortovsø,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.558789028579037 55.675232165304315)
parkomat.188,1815,1298,Betalingsautomat,2700,,IB,Havnegade,OF/5,,,2015-12-05T22:35:33.135,2015-12-07T14:06:19.469,POINT (12.586322421438878 55.676095837957746)
parkomat.189,391,1298,P-info,2700,Grøn,IB,Havnegade,45,Eksisterende fortovsø,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.591498375728628 55.67781970755515)
parkomat.190,390,1299,Betalingsautomat,2700,Grøn,IB,Havnegade,37,Inventarzone,2000181,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.590174051716026 55.67714800864342)
parkomat.191,311,1594,Betalingsautomat,0716,Grøn,IB,Borgergade,27,"Blivende, eksisterende fortovsø",2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.586745634169565 55.685582762294175)
parkomat.192,487,1595,P-info,1944,Grøn,IB,Frederiksgade,12,,2000167,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.589728233009941 55.684520747443784)
parkomat.193,488,1596,P-info,6604,Grøn,IB,Slotsholmsgade,8,Eksisterende fortovsø,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.583331251923397 55.67534039897113)
parkomat.194,489,1597,Betalingsautomat,6604,Grøn,IB,Slotsholmsgade,12,Eksisterende fortovsø,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584354931230376 55.67510261629357)
parkomat.195,490,1599,P-info,6604,Grøn,IB,Slotsholmsgade,,Inventarzone,2000169,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.584093189300862 55.67530817418375)
parkomat.196,730,2121,Betalingsautomat,8580,Blå,IØ,Østerbrogade,21,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57833899209813 55.698240159753865)
parkomat.197,731,2122,P-info,6040,Blå,IØ,Ryesgade,121,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57734982056684 55.698175091443844)
parkomat.198,732,2123,Betalingsautomat,6040,Blå,IØ,Ryesgade,116,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.576632438695254 55.69767053001478)
parkomat.199,733,2124,P-info,6040,Blå,IØ,Ryesgade,105,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57520270387819 55.69717535082352)
parkomat.200,734,2125,Betalingsautomat,3980,Blå,IØ,Kroghsgade,6,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57461023512256 55.69660971020838)
parkomat.201,735,2126,P-info,6040,Blå,IØ,Ryesgade,90,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57354052194533 55.69622575509686)
parkomat.202,736,2127,Betalingsautomat,6040,Blå,IØ,Ryesgade,89,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572750432055475 55.696029643114436)
parkomat.203,737,2128,Betalingsautomat,6040,Blå,IØ,Ryesgade,80,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571956025113561 55.69525169463652)
parkomat.204,738,2129,Betalingsautomat,6740,Blå,IØ,Sortedam Dossering,63B,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572522023384678 55.6943034890624)
parkomat.205,739,2130,P-info,6740,Blå,IØ,Sortedam Dossering,59,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571721972949529 55.69362364402046)
parkomat.206,740,2131,Betalingsautomat,6740,Blå,IØ,Sortedam Dossering,55,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570587431102817 55.69291110684987)
parkomat.207,741,2132,P-info,6040,Blå,IØ,Ryesgade,49,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.569117284165527 55.69360863649382)
parkomat.208,742,2133,P-info,4436,Blå,IØ,Lundingsgade,3,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570349686267942 55.69334970748111)
parkomat.209,743,2134,Betalingsautomat,6040,Blå,IØ,Ryesgade,61,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570367046760623 55.694375662383244)
parkomat.210,751,2142,P-info,0600,Blå,IØ,Blegdamsvej,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.568266182602205 55.69479396416344)
parkomat.211,752,2143,P-info,0600,Blå,IØ,Blegdamsvej,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56918137066612 55.69532707271835)
parkomat.212,760,2144,Betalingsautomat,0600,Blå,IØ,Blegdamsvej,9,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570175546693735 55.69580749271093)
parkomat.213,765,2145,P-info,0600,Blå,IØ,Blegdamsvej,17,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571597724470564 55.69657098494879)
parkomat.214,768,2146,Betalingsautomat,0600,Blå,IØ,Blegdamsvej,23,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573667512332044 55.69770614124757)
parkomat.215,770,2147,P-info,0600,Blå,IØ,Blegdamsvej,31,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57529776970152 55.69857113855871)
parkomat.216,771,2148,Betalingsautomat,0600,Blå,IØ,Blegdamsvej,128,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57572309197656 55.69856381944027)
parkomat.217,769,2149,P-info,0600,Blå,IØ,Blegdamsvej,118,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574607396872716 55.697989787623136)
parkomat.218,767,2150,P-info,0600,Blå,IØ,Blegdamsvej,104A,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573200731741444 55.69724382497197)
parkomat.219,766,2151,Betalingsautomat,0600,Blå,IØ,Blegdamsvej,88,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572000579304222 55.69656572589725)
parkomat.220,759,2152,P-info,0600,Blå,IØ,Blegdamsvej,80,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570808526352968 55.695898496438964)
parkomat.221,754,2153,Betalingsautomat,0600,Blå,IØ,Blegdamsvej,70,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.569128168056363 55.695064821128206)
parkomat.222,753,2154,Betalingsautomat,0600,Blå,IØ,Blegdamsvej,58,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567889446166049 55.69438502041607)
parkomat.223,755,2155,Betalingsautomat,3432,Blå,IØ,Juliane Maries Vej,12,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566615785288713 55.69482309163238)
parkomat.224,756,2156,P-info,3432,Blå,IØ,Juliane Maries Vej,12,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56534899454322 55.69558278459137)
parkomat.225,757,2157,Betalingsautomat,3432,Blå,IØ,Juliane Maries Vej,16,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.564024154541782 55.69637785542208)
parkomat.226,758,2158,P-info,3432,Blå,IØ,Juliane Maries Vej,26,Øvrige,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562731948907105 55.697150590550144)
parkomat.227,764,2159,Betalingsautomat,1929,Blå,IØ,,19,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565305456086007 55.69920023839507)
parkomat.228,761,2160,P-info,1920,Blå,IØ,Frederik V's Vej,11,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566635441808453 55.69840290634903)
parkomat.229,762,2161,,1920,Blå,IØ,Frederik V's Vej,9,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567515239273016 55.69787222379273)
parkomat.230,1474,2162,P-info,1920,Blå,IØ,Frederik V's Vej,7,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56881489357756 55.697095646533704)
parkomat.231,763,2163,Betalingsautomat,1920,Blå,IØ,Frederik V's Vej,5,,2000173,2010-03-01T00:00:00,2014-08-07T00:00:00,POINT (12.570361687603167 55.696336412257345)
parkomat.232,328,2176,Betalingsautomat,0128,Grøn,IB,Amaliegade,23,,2000151,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.59417031101186 55.68537218426699)
parkomat.233,493,2180,P-info,2772,Grøn,VB,Helgolandsgade,11,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561343423496837 55.67205500865674)
parkomat.234,494,2181,Betalingsautomat,2772,Grøn,VB,Helgolandsgade,1,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560901868005226 55.67295259867942)
parkomat.235,492,2182,Betalingsautomat,2772,Grøn,VB,Helgolandsgade,19,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561681199311714 55.67132609925189)
parkomat.236,491,2184,Betalingsautomat,5552,Grøn,IB,Polititorvet,14,"Blivende, eksisterende fortovsø",2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.570332025178717 55.67008566199464)
parkomat.237,501,2185,P-info,5820,Grøn,VB,Reverdilsgade,,,2000179,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563127319981975 55.67163075606247)
parkomat.238,822,2212,Betalingsautomat,8576,Blå,IØ,Øster Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573814303267941 55.70088649136198)
parkomat.239,826,2213,Betalingsautomat,8576,Blå,IØ,Øster Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56859745210495 55.70368158971177)
parkomat.240,828,2214,P-info,8576,Blå,IØ,Øster Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.567271893342786 55.704391308987)
parkomat.241,829,2215,Betalingsautomat,8576,Blå,IØ,Øster Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565564060234086 55.705304494660226)
parkomat.242,851,2223,P-info,5188,Blå,IN,Nørre Allé,49,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561437467428584 55.69757830207745)
parkomat.243,850,2224,Betalingsautomat,5188,Blå,IN,Nørre Allé,53,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561649428108563 55.69865555899049)
parkomat.244,849,2225,P-info,5188,Blå,IN,Nørre Allé,59,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561816446559058 55.70011385750302)
parkomat.245,844,2226,Betalingsautomat,5188,Blå,IN,Nørre Allé,61,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561947376135665 55.70125340586821)
parkomat.246,833,2227,Betalingsautomat,1426,Blå,IØ,Edel Sauntes Allé,44,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563630123116642 55.70192757076755)
parkomat.247,834,2228,P-info,1426,Blå,IØ,Edel Sauntes Allé,50,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.564389245507627 55.70147723070855)
parkomat.248,835,2229,Betalingsautomat,1426,Blå,IØ,Edel Sauntes Allé,45,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565168270804124 55.70040941499269)
parkomat.249,836,2230,P-info,1426,Blå,IØ,Edel Sauntes Allé,56,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56441148133755 55.699752131244075)
parkomat.250,846,2231,P-info,1426,Blå,IØ,Edel Sauntes Allé,55,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563089810090757 55.698836323698146)
parkomat.251,845,2232,Betalingsautomat,1426,Blå,IØ,Edel Sauntes Allé,53,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563913878999735 55.69927464229565)
parkomat.252,843,2233,P-info,5188,Blå,IØ,Nørre Allé,65,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562098898039007 55.70346232268565)
parkomat.253,842,2234,Betalingsautomat,5188,Blå,IØ,Nørre Allé,73,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.562312092048531 55.70446861967591)
parkomat.254,832,2235,Betalingsautomat,1426,Blå,IØ,Edel Sauntes Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.563415437218936 55.703259046413905)
parkomat.255,830,2237,P-info,8576,Blå,IØ,Øster Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.565487363101816 55.704906935549324)
parkomat.256,825,2239,P-info,8576,Blå,IØ,Øster Allé,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56988091492698 55.70274187209181)
parkomat.257,824,2240,Betalingsautomat,8576,Blå,IØ,Øster Allé,33,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.571151245137253 55.70198114630292)
parkomat.258,823,2241,P-info,8576,Blå,IØ,Øster Allé,27,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.572589835901281 55.70125575831849)
parkomat.259,821,2242,P-info,8576,Blå,IØ,Øster Allé,25,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.573641393016258 55.700520398630985)
parkomat.260,857,2248,Betalingsautomat,7336,Blå,IN,Tagensvej,18,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.558504853197709 55.69750265634913)
parkomat.261,860,2253,P-info,7336,Blå,IN,Tagensvej,22,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.55693366345061 55.698081861672215)
parkomat.262,869,2261,P-info,3332,Blå,IN,Jagtvej,120,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555786857842635 55.700169420481096)
parkomat.263,871,2263,P-info,3332,Blå,IN,Jagtvej,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.558032878113195 55.70217694572914)
parkomat.264,872,2266,Betalingsautomat,3332,Blå,YN,Jagtvej,157,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.557701803085541 55.7024237376701)
parkomat.265,874,2268,Betalingsautomat,3332,Blå,YN,Jagtvej,153A,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.555746569424839 55.700677260399836)
parkomat.266,875,2269,P-info,3332,Blå,IØ,Jagtvej,172,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561106313857128 55.70491999938301)
parkomat.267,876,2270,Betalingsautomat,3332,Blå,IØ,Jagtvej,162,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560090335482347 55.70401451755847)
parkomat.268,877,2271,P-info,3332,Blå,YØ,Jagtvej,,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.559601082063402 55.70411895666643)
parkomat.269,878,2272,Betalingsautomat,3332,Blå,YØ,Jagtvej,163,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.560492189560511 55.70491243004541)
parkomat.270,879,2273,P-info,3332,Blå,YØ,Jagtvej,167,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.561353205754758 55.70567944022944)
parkomat.271,880,2274,Betalingsautomat,3332,Blå,YØ,Jagtvej,179,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56541067579612 55.70704926432339)
parkomat.272,881,2275,P-info,3332,Blå,YØ,Jagtvej,183,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.566636116369121 55.707275944819)
parkomat.273,882,2276,Betalingsautomat,3332,Blå,YØ,Jagtvej,187,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.56829825925676 55.70758087245936)
parkomat.274,883,2277,P-info,3332,Blå,YØ,Jagtvej,201,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.57171968507771 55.70822194338398)
parkomat.275,884,2278,Betalingsautomat,3332,Blå,YØ,Jagtvej,213,,2000173,2010-03-01T00:00:00,2015-12-05T22:34:03.462,POINT (12.574217489754794 55.70870347716824)
